ID do Procedimento;Descrição do Procedimento
30701171;Retroauricular
30701180;Temporal
30701198;Transplante cutâneo com microanastomose
30701201;Transplante cutâneo sem microanastomose, ilha neurovascular
30701210;Transplante miocutâneo com microanastomose
30702011;Grande dorsal (latissimus dorsi)
30702020;Grande glúteo (gluteus maximus)
30702038;Outros transplantes músculo-cutâneos
30702046;Reto abdominal (rectus abdominis)
30702054;Reto interno (gracilis)
30702062;Serrato maior (serratus)
30702070;Tensor da fascia lata (tensor fascia lata)
30702089;Trapézio (trapezius)
30703018;Bíceps femoral (biceps femoris)
30703026;Extensor comum dos dedos (extensor digitorum longus)
30703034;Extensor próprio do dedo gordo (extensor hallucis longus)
30703042;Flexor curto plantar (flexor digitorum brevis)
30703050;Grande dorsal (latissimus dorsi)
30703069;Grande peitoral (pectoralis major)
30703077;Músculo pédio (extensor digitorum brevis)
30703085;Os músculos latissimus dorsi, gracilis, rectus femoris, tensor fascia lata, flexor digitorum brevis, quando transplantados com sua inervação e praticada a microneurorrafia com finalidade de restaurar  função e sensibilidade, serão considerados retalhos neurovasculares livres e terão acréscimo do porte
30703093;Outros transplantes musculares
30703107;Primeiro radial externo (extensor carpi radialis longus)
30703115;Reto anterior (rectus femoris)
30703123;Reto interno (gracilis)
30703131;Sartório (sartorius)
30703140;Semimembranoso (semimembranosus)
30703158;Semitendinoso (semitendinosus)
30703166;Serrato maior (serratus)
30703174;Supinador longo (brachioradialis)
30703182;Tensor da fascia lata (tensor fascia lata)
30704014;Costela
30704022;Ilíaco
30704030;Osteocutâneo de ilíaco
30704049;Osteocutâneos de costela
30704057;Osteomusculocutâneo de costela
30704065;Outros transplantes ósseos e osteomusculocutâneos
30704073;Perônio ou fíbula
30704081;Transplante ósseo vascularizado (microanastomose)
30705010;Autotransplante de dois retalhos  musculares combinados, isolados e associados entre si, ligados por um único pedículo
30705029;Autotransplante de dois retalhos cutâneos combinados, isolados e associados entre si, ligados por um único pedículo vascular
30705037;Autotransplante de dois retalhos,  um  cutâneo  combinado a um muscular,  isolados  e associados entre si, ligados por um único pedículo vascular
30705045;Autotransplante de dois retalhos, um cutâneo combinado a retalho osteomuscular, isolados e associados entre sí, ligados por um único pedículo vascular
30705053;Autotransplante de epiplon
30705061;Autotransplante de outros retalhos,  isolados  entre  si, e associados mediante um único pedículo vascular comuns aos retalhos
30705070;Autotransplante de três retalhos, um cutâneo separado, combinado a outros dois retalhos musculares isolados e associados, ligados por um único pedículo vascular
30705100;Reimplante de segmentos distais do membro superior, com ressecção segmentar
30706017;Reimplante do membro inferior do nível médio proximal da perna até a coxa
30706025;Reimplante do membro inferior do pé até o terço médio da perna
30706033;Reimplante do membro superior, do nível médio do antebraço até o ombro
30707013;Transplante articular de metatarsofalângica para a mão
30707021;Transplante de 2º pododáctilo para mão
30707030;Transplante de dedos do pé para a mão
30707064;Transplante de dois pododáctilos para a mão
30707048;Transplante do 2º pododáctilo para o polegar
30707056;Transplante do hallux para polegar
30709016;Instalação de halo craniano
30709024;Tração cutânea
30709032;Tração transesquelética (por membro)
30710014;Fios ou pinos metálicos transósseos
30710030;Placas
30710049;Próteses de substituição de pequenas articulações
30710022;Retirada de fios ou pinos metálics intra-ósseos
30710073;Retirada de fixador externo circular
30710057;Retirada de fixador externo linear
30710081;'Retirada de hastes metálicas intraósseas, bloqueadas ou não
30710090;Retirada de parafusos metálicos intraósseos
30711010;Imobilizações não-gessadas (qualquer segmento)
30711029;Membro inferior
30711037;Membro superior
30712017;Áxilo-palmar ou pendente
30712025;Bota com ou sem salto
30712033;Colar
30712041;Colete
30712050;Cruro-podálico
30712068;Dupla abdução ou Ducroquet
30712076;Halo-gesso
30712084;Inguino-maleolar
30712092;Luva
30712106;Minerva ou Risser para escoliose
30712114;Pelvipodálico
30712122;Spica-gessada
30712130;Tipo Velpeau
30712149;Tóraco-braquial
30713153;Artroscopia para diagnóstico com ou sem biópsia sinovial
30713021;Biópsia óssea
30713030;Biópsias percutânea sinovial ou de tecidos moles
30713048;Enxertos em outras pseudartroses
30713064;Manipulação articular sob anestesia geral
30713137;Punção articular diagnóstica ou terapêutica (infiltração). Quando orientada por RX, US, TC e RM, cobrar código correspondente
30713145;Punção extra-articular diagnóstica ou terapêutica (infiltração/agulhamento seco). Quando orientada por RX, US, TC e RM, cobrar código correspondente
30713072;Retirada de enxerto ósseo
30714010;Corpo estranho intra-articular - tratamento cirúrgico
30714036;Corpo estranho intramuscular - tratamento cirúrgico
30714028;Corpo estranho intra-ósseo - tratamento cirúrgico
30715016;Artrodese da coluna com instrumentação por segmento
30715024;Artrodese de coluna via anterior ou póstero lateral - tratamento cirúrgico
30715598;Artroplastia discal de coluna vertebral
30715032;Biópsia da coluna
30715040;Biópsia de corpo vertebral com agulha
30715059;Cirurgia de coluna por via endoscópica
30715067;Cordotomia - mielotomia
30715075;Costela cervical - tratamento cirúrgico
30715083;Derivação lombar externa
30715091;Descompressão medular e/ou cauda equina
30715580;Discectomia percutânea endoscópica
30715571;Discectomia percutânea mecânica
30715105;Dorso curvo / escoliose / giba costal - tratamento cirúrgico
30715113;Espondilolistese - tratamento cirúrgico
30715121;Fratura de coluna - tratamento conservador
30715130;Fratura do cóccix - redução incruenta
30715148;Fratura do cóccix - tratamento cirúrgico
30715156;Fratura e/ou luxação de coluna vertebral - redução incruenta
30715164;Fraturas ou fratura-luxação de coluna - tratamento cirúrgico
30715172;Hemivértebra - ressecção via anterior ou posterior - tratamento cirúrgico
30715393;Hérnia de disco cervical - tratamento cirúrgico
30715180;Hérnia de disco tóraco-lombar - tratamento cirúrgico
30715199;Laminectomia ou laminotomia
30715601;Localização/intervenção estereotáxica de lesões/estruturas de coluna vertebral por neuronavegação com intervenção
30715210;Osteomielite de coluna - tratamento cirúrgico
30715563;Osteoplastia vertebral por cifoplastia
30715555;Osteoplastia vertebral por vertebroplastia
30715229;Osteotomia de coluna vertebral - tratamento cirúrgico
30715237;Outras afecções da coluna - tratamento incruento
30715245;Pseudartrose de coluna - tratamento cirúrgico
30715253;Punção liquórica
30715261;Retirada de corpo estranho - tratamento cirúrgico
30715270;Retirada de material de síntese - tratamento cirúrgico
30715288;Substituição de corpo vertebral
30715296;Tração cervical transesquelética
30715300;Tratamento cirúrgico da cifose infantil
30715318;Tratamento cirúrgico da lesão traumática raquimedular
30715326;Tratamento cirúrgico das malformações craniovertebrais
30715334;Tratamento cirúrgico do disrafismo
30715342;Tratamento conservador do traumatismo raquimedular (por dia)
30715350;Tratamento microcirúrgico das lesões intramedulares (tumor, malformações arteriovenosas, siringomielia, parasitoses)
30715369;Tratamento microcirúrgico do canal vertebral estreito por segmento
30715377;Tratamento pré-natal dos disrafismos espinhais
30715385;Tumor ósseo vertebral - ressecção com substituição com ou sem instrumentação - tratamento cirúrgico
30717191;Acromioplastia - procedimento aberto
30717205;Artrodese ao nível do ombro - escápulo-torácica
30717019;Artrodese ao nível do ombro - escápulo-umeral
30717027;Artroplastia parcial 
30717213;Artroplastia parcial com interposição
30717183;Artroplastia reversa
30717221;Artroplastia total
30717035;Artrotomia glenoumeral - tratamento cirúrgico
30717043;Biópsia cirúrgica da cintura escapular
30717051;Deformidade (doença) Sprengel - tratamento cirúrgico
30717060;Desarticulação ao nível do ombro - tratamento cirúrgico
30717078;Escápula em ressalto - tratamento cirúrgico
30717230;Fixação externa definitiva dinâmica, com fixador externo
30717248;Fixação externa definitiva rígida, com fixador externo
30717256;Fixação externa na urgência, com fixador externo
30717264;"Fratura da cabeça (apenas para ""head split"")"
30717086;Fratura de cintura escapular - tratamento conservador
30717272;Fratura e/ou fratura luxação em 3 partes
30717280;Fratura e/ou fratura luxação em 4 partes
30717108;Fraturas e/ou fratura luxação em 2 partes (colo anatômico, colo cirúrgico ou tubérculos)
30717094;Fraturas e/ou luxações e/ou avulsões - redução incruenta
30717132;Pseudartroses e/ou osteotomias da clávicula ou escápula 
30717299;Pseudoartrose e/ou osteotomia do úmero proximal
30717302;Reparo aberto da ruptura manguito rotador (2 tendões)
30717310;Reparo aberto da ruptura manguito rotador (3 tendões)
30717329;Reparo aberto da ruptura manguito rotador (parcial ou transfixante/completa de tendão)
30717140;Ressecção parcial ou total de clavícula - tratamento cirúrgico
30717337;Ressecção segmentar ao nível da cintura escapular
30717159;Revisão cirúrgica de prótese de ombro
30717124;Sequestrectomia ao nível da cintura escapular
30717345;Tenotomia/tenodese do cabo longo do bíceps - cirurgia aberta
30717167;Transferências musculares ao nível da cintura escapular (inclui manguito rotador)
30717116;Tratamento cirúrgico aberto de luxações crônicas ou e recidivantes
30717361;Tratamento cirúrgico de luxações inverteradas
30717353;Tratamentocirúrgico da re-ruptura manguito rotador - procedimento aberto
30718074;Alongamento ou transporte ósseo com dispositivo intramedular combinado ou não à fixação externa
30718015;Amputação ao nível do braço - tratamento cirúrgico
30718023;Biópsia cirúrgica do úmero
30718112;Fixação externa definitiva dinâmica, com fixador externo
30718120;Fixação externa definitiva rígida, com fixador externo
30718031;Fixação externa na urgência, com fixador externo
30718040;Fratura (incluindo descolamento epifisário) - redução incruenta
30718058;Fratura (incluindo descolamento epifisário) - tratamento cirúrgico
30718066;Fratura de úmero - tratamento conservador
30718082;Osteomielite de úmero - tratamento cirúrgico
30718090;Pseudartroses, osteotomias, alongamentos/encurtamentos - tratamento cirúrgico
30718147;Ressecção segmentar ao nível do úmero
30718139;Sequestrectomia ao nível do úmero
30719011;Artrodese - tratamento cirúrgico
30719135;Artrodiastase - tratamento cirúrgico com fixador externo
30719143;Artroplastia da cabeça do rádio
30719151;Artroplastia parcial com implante
30719020;Artroplastia total com implante
30719038;Artroplastias sem implante - tratamento cirúrgico
30719046;Artrotomia de cotovelo - tratamento cirúrgico
30719054;Biópsia cirúrgica de cotovelo
30719160;Capsulectomia do cotovelo
30719062;Desarticulação ao nível do cotovelo - tratamento cirúrgico
30719178;Fixação externa definitiva dinâmica, com fixador externo
30719186;Fixação externa definitiva rígida, com fixador externo
30719089;Fixação externa na urgência, com fixador externo
30719070;Fratura de cotovelo - tratamento conservador
30719097;Fraturas e ou luxações - redução incruenta
30719119;Lesões ligamentares - redução incruenta
30719194;Osteotomia do úmero distal (ressecção ossificação heterotópica)
30719208;Reconstrução ligamentar medial ou lateral com enxerto tendinoso
30719216;Reinserção do tendão distal do bíceps/tríceps
30719224;Reparo ligamentar medial ou lateral
30719232;Ressecção parcial do olecrâneo/cabeça do rádio
30719240;Sinovectomia
30719259;Tenoplastia epicondilar
30719127;Tratamento cirúrgico das tendinites, sinovites e artrites
30719100;Tratamento cirúrgico de fratura do úmero distal - 1 coluna
30719267;Tratamento da fratura da cabeça do rádio
30719275;Tratamento da fratura da ulna proximal
30719283;Tratamento da fratura do úmero distal - 2 colunas
30719291;Tratamento da fratura do úmero distal intra-articular (capítulo e/ou tróclea)
30720010;Abaixamento miotendinoso no antebraço
30720028;Alongamento dos ossos do antebraço com fixador externo dinâmico - tratamento cirúrgico
30720036;Amputação ao nível do antebraço - tratamento cirúrgico
30720044;Biópsia cirúrgica do antebraço
30720052;Contratura isquêmica de Volkmann - tratamento cirúrgico
30720060;Correção de deformidade adquirida do antebraço com fixador externo
30720079;Encurtamento segmentar dos ossos do antebraço com osteossíntese - tratamento cirúrgico
30720184;Fixação externa definitiva dinâmica, com fixador externo
30720192;Fixação externa definitiva rígida, com fixador externo
30720176;Fixação externa na urgência, com fixador externo
30720087;Fratura do antebraço - tratamento conservador
30720095;Fratura e/ou luxações (incluindo descolamento epifisário cotovelo-punho) - tratamento cirúrgico
30720109;Fratura e/ou luxações (incluindo descolamento epifisário) - redução incruenta
30720117;Fratura viciosamente consolidada de antebraço - tratamento cirúrgico
30720125;Osteomielite dos ossos do antebraço - tratamento cirúrgico
30720133;Pseudartroses e ou osteotomias - tratamento cirúrgico
30720141;Ressecção da cabeça do rádio e/ou da extremidade distal ulna - tratamento cirúrgico
30720150;Ressecção do processo estilóide do rádio - tratamento cirúrgico
30720206;Ressecção segmentar ao nível do antebraço
30720214;Sequestrectomia ao nível do antebraço
30720168;Sinostose rádio-ulnar - tratamento cirúrgico
30721016;Agenesia de rádio (centralização da ulna no carpo)
30721024;Alongamento do rádio/ulna - tratamento cirúrgico
30721040;Artrodese - fixador externo
30721032;Artrodese entre os ossos do carpo
30721059;Artrodese rádio-cárpica ou do punho
30721067;Artroplastia do punho (com implante) - tratamento cirúrgico
30721075;Artroplastia para ossos do carpo (com implante) - tratamento cirúrgico
30721083;Artrotomia - tratamento cirúrgico
30721091;Biópsia cirúrgica de punho
30721105;Coto de amputação punho e antebraço - revisão
30721113;Desarticulação do punho - tratamento cirúrgico
30721121;Encurtamento rádio/ulnar
30721261;Fixação externa definitiva dinâmica, com fixador externo
30721270;Fixação externa definitiva rígida, com fixador externo
30721164;Fixação externa na urgência, com fixador externo
30721148;Fratura de osso do carpo - redução cirúrgica
30721130;Fratura de punho - tratamento conservador
30721156;Fratura do carpo - redução incruenta
30721172;Fraturas do carpo - tratamento conservador
30721180;Fraturas e/ou luxações do punho - redução incruenta
30721199;Fraturas e/ou luxações do punho - tratamento cirúrgico
30721202;Luxação do carpo - redução incruenta
30721210;Pseudartroses - tratamento cirúrgico
30721237;Reparação ligamentar do carpo
30721229;Ressecção de osso do carpo - tratamento cirúrgico
30721245;Sinovectomia de punho - tratamento cirúrgico
30721253;Transposição do rádio para ulna
30722012;Abscesso de mão e dedos - tenossinovites / espaços palmares / dorsais e comissurais - tratamento cirúrgico
30722039;Abscessos de dedo (drenagem) - tratamento cirúrgico
30722047;Alongamento/transporte ósseo com fixador externo
30722055;Alongamentos tendinosos de mão
30722063;Amputação ao nível dos metacarpianos - tratamento cirúrgico
30722071;Amputação de dedo (cada) - tratamento cirúrgico
30722080;Amputação transmetacarpiana
30722098;Amputação transmetacarpiana com transposição de dedo
30722101;Aponevrose palmar (ressecção) - tratamento cirúrgico
30722110;Artrodese interfalangeana / metacarpofalangeana -  tratamento cirúrgico
30722128;Artroplastia com implante na mão (MF e IF) múltipla
30722136;Artroplastia com implante na mão (MF ou IF)
30722144;Artroplastia interfalangeana / metacarpofalangeana - tratamento cirúrgico
30722152;Artrotomia ao nível da mão -  tratamento cirúrgico
30722160;Biópsia cirúrgica dos ossos da mão
30722179;Bridas congênitas - tratamento cirúrgico
30722209;Capsulectomias múltiplas MF ou IF
30722217;Capsulectomias única MF e IF
30722225;Centralização da ulna (tratamento da mão torta radial)
30722233;Contratura isquêmica de mão - tratamento cirúrgico
30722241;Coto de amputação digital - revisão
30722250;Dedo colo de cisne - tratamento cirúrgico
30722268;Dedo em botoeira - tratamento cirúrgico
30722276;Dedo em gatilho, capsulotomia / fasciotomia - tratamento cirúrgico
30722284;Dedo em martelo - tratamento cirúrgico
30722292;Dedo em martelo - tratamento conservador
30722306;Enxerto ósseo (perda de substância) - tratamento cirúrgico
30722314;Exploração cirúrgica de tendão de mão
30722322;Falangização
30722926;Fixação externa definitiva dinâmica, com fixador externo
30722934;Fixação externa definitiva rígida, com fixador externo
30722942;Fixação externa na urgência, com fixador externo
30722330;Fixador externo em cirurgia da mão
30722357;Fratura de Bennett - redução incruenta
30722365;Fratura de Bennett - tratamento cirúrgico
30722349;Fratura de falange - tratamento conservador
30722373;Fratura de osso da mão - tratamento conservador
30722381;Fratura do metacarpiano - tratamento conservador
30722390;Fratura/artrodese com fixador externo
30722403;Fraturas de falanges ou metacarpianos - redução incruenta
30722411;Fraturas de falanges ou metacarpianos - tratamento cirúrgico com fixação
30722420;Fraturas e/ou luxações de falanges (interfalangeanas) - redução incruenta
30722438;Fraturas e/ou luxações de falanges (interfalangeanas) - tratamento cirúrgico
30722446;Fraturas e/ou luxações de metacarpianos - redução incruenta
30722454;Gigantismo ao nível da mão - tratamento cirúrgico
30722462;Lesões ligamentares agudas da mão - reparação cirúrgica
30722470;Lesões ligamentares crônicas da mão - reparação cirúrgica
30722489;Ligamentoplastia com âncora
30722497;Luxação metacarpofalangeana - redução incruenta
30722500;Luxação metacarpofalangeana - tratamento cirúrgico
30722519;Osteomielite ao nível da mão - tratamento cirúrgico
30722527;Osteossíntese de fratura de falange e metacarpeana com fixação externa
30722535;Osteossíntese de fratura de falange e metacarpeana com uso de miniparafuso
30722543;Perda de substância da mão (reparação) - tratamento cirúrgico
30722551;Plástica ungueal
30722560;Policização ou transferência digital
30722578;Polidactilia articulada - tratamento cirúrgico
30722586;Polidactilia não articulada - tratamento cirúrgico
30722594;Prótese (implante) para ossos do carpo
30722608;Pseudartrose com perda de substâncias de metacarpiano e falanges
30722616;Pseudartrose do escafóide - tratamento cirúrgico
30722624;Pseudartrose dos ossos da mão - tratamento cirúrgico
30722632;Reconstrução da falange com retalho homodigital
30722640;Reconstrução de leito ungueal
30722659;Reconstrução do polegar com retalho ilhado osteocutâneo antebraquial
30722667;Reimplante de dois dedos da mão (por cada dedo adicional reimplantado será adicionado o porte 3B)
30722675;Reimplante do membro superior nível transmetacarpiano até o terço distal do antebraço
30722683;Reimplante do polegar
30722691;Reparações cutâneas com retalho ilhado antebraquial invertido
30722705;Ressecção 1ª fileira dos ossos do carpo
30722713;Ressecção de cisto sinovial
30722721;Retração cicatricial de mais de um dedo, sem comprometimento tendinoso - tratamento cirúrgico
30722730;Retração cicatricial de um dedo sem comprometimento tendinoso - tratamento cirúrgico
30722748;Retração cicatricial dos dedos com lesão tendínea - tratamento cirúrgico
30722756;Revascularização  do  polegar  ou  outro  dedo  (por cada dedo adicional revascularizado será adicionado o porte 3B)
30722764;Roturas do aparelho extensor de dedo - redução incruenta
30722772;Roturas tendino-ligamentares da mão (mais que 1) - tratamento cirúrgico
30722780;Sequestrectomias
30722799;Sindactilia de 2 dígitos - tratamento cirúrgico
30722802;Sindactilia múltipla - tratamento cirúrgico
30722810;Sinovectomia da mão (1 articulação)
30722829;Sinovectomia da mão (múltiplas)
30722845;Transposição de dedo - tratamento cirúrgico
30722853;Tratamento cirúrgico da polidactilia múltipla e/ou complexa
30722861;Tratamento cirúrgico da sindactilia múltipla com emprego de expansor - por estágio
30722870;Tratamento da doença de Kiembuck com transplante vascularizado
30722888;Tratamento da pseudoartrose do escafóide com transplante ósseo vascularizado
30723019;Biópsia cirúrgica de cintura pélvica
30723027;Desarticulação interílio abdominal - tratamento cirúrgico
30723132;Fixação externa definitiva dinâmica, com fixador externo, Porte 13A, 2 Auxiliares e Porte Anestésico 6
30723140;Fixação externa definitiva rígida, com fixador externo
30723043;Fixação externa na urgência, com fixador externo
30723035;Fratura da cintura pélvica - tratamento conservador
30723060;Fraturas e/ou luxações do anel pélvico - redução incruenta
30723078;Osteomielite  ao nível da pelve - tratamento cirúrgico
30723086;Osteotomias / artrodeses - tratamento cirúrgico
30723051;Tratamento cirúrgico das fraturas e/ou luxações do anel pélvico (com uma ou mais abordagens)
30723159;Tratamento cirúrgico das fraturas e/ou luxações do anel pélvico (instabilidade multidirecional com abordagens múltiplas)
30723167;Tratamento cirúrgico das fraturas e/ou luxações do anel pélvico (instabilidade unidirecional com abordagem única)
30724015;Artrite séptica  - tratamento cirúrgico
30724023;Artrodese / fratura de acetábulo (ligamentotaxia) com fixador externo
30724031;Artrodese coxo-femoral em geral - tratamento cirúrgico
30724040;Artrodiastase de quadril
30724058;Artroplastia (qualquer técnica ou versão de quadril) - tratamento cirúrgico
30724066;Artroplastia de quadril infectada (retirada dos componentes) - tratamento cirúrgico
30724074;Artroplastia de ressecção do quadril (Girdlestone) - tratamento cirúrgico
30724082;Artroplastia parcial do quadril (tipo Thompson ou qualquer técnica) - tratamento cirúrgico
30724104;Artrotomia coxo-femoral - tratamento cirúrgico
30724090;Artrotomia de quadril infectada (incisão e drenagem de artrite séptica) sem retirada de componente - tratamento cirúrgico
30724112;Biópsia cirúrgica coxo-femoral
30724120;Desarticulação coxo-femoral - tratamento cirúrgico
30724139;Epifisiodese com abaixamento do grande trocanter - tratamento cirúrgico
30724147;"Epifisiolistese proximal de fêmur (fixação ""in situ"") - tratamento cirúrgico"
30724295;Fixação externa definitiva dinâmica, com fixador externo, Porte 13A, 2 Auxiliares e Porte Anestésico 6
30724309;Fixação externa definitiva rígida, com fixador externo, Porte 11C, 2 Auxiliares e Porte Anestésico 6
30724260;Fixação externa na urgência, com fixador externo
30724163;Fratura de acetábulo - redução incruenta
30724171;Fratura e/ou luxação e/ou avulsão coxo-femoral - redução incruenta
30724180;Fratura e/ou luxação e/ou avulsão coxo-femoral - tratamento cirúrgico
30724198;Luxação congênita de quadril (redução cirúrgica e osteotomia) - tratamento cirúrgico
30724201;Luxação congênita de quadril (redução cirúrgica simples) - tratamento cirúrgico
30724210;Luxação congênita de quadril (redução incruenta com ou sem tenotomia de adutores)
30724228;Osteotomia - fixador externo
30724317;Osteotomia múltipla supra-acetabular (Chiari, Pemberton, “dial”, etc.)
30724244;"Osteotomia supra-acetabulare (Chiari, Pemberton, ""dial"", etc)"
30724236;Osteotomias  ao  nível  do  colo ou  região trocanteriana (Sugioka, Martin, Bombelli etc) - tratamento cirúrgico
30724252;Punção-biópsia coxo-femoral-artrocentese
30724279;Revisão de artroplastias de quadril com retirada de componentes e implante de prótese
30724287;Tratamento  de necrose  avascular  por foragem de estaqueamento associada à necrose microcirúrgica  da cabeça femoral - tratamento cirúrgico
30724325;Tratamento cirúrgico da fratura do acetábulo (abordagem dupla ou alargada)
30724155;Tratamento cirúrgico da fratura do acetábulo (abordagem única) 
30724333;Tratamento cirúrgico da fratura do acetábulo (fixação percutânea)
30725011;Alongamento / transporte ósseo / pseudoartrose com fixador externo
30725020;Alongamento de fêmur - tratamento cirúrgico
30725216;Alongamento ou transporte ósseo com dispositivo intramedular combinado ou não à fixação externa
30725038;Amputação ao nível da coxa - tratamento cirúrgico
30725046;Biópsia cirúrgica de fêmur
30725054;Correção de deformidade adquirida de fêmur com fixador externo
30725062;Descolamento epifisário (traumático ou não) - redução incruenta
30725070;Descolamento epifisário (traumático ou não) - tratamento cirúrgico
30725089;Encurtamento de fêmur - tratamento cirúrgico
30725097;Epifisiodese (por segmento) - tratamento cirúrgico
30725224;Fixação externa definitiva dinâmica, com fixador externo
30725232;Fixação externa definitiva rígida, com fixador externo
30725135;Fixação externa na urgência, com fixador externo
30725100;Fratura de fêmur - tratamento conservador
30725119;Fraturas de fêmur - redução incruenta
30725143;Osteomielite de fêmur - tratamento cirúrgico
30725151;Pseudartroses e/ou osteotomias - tratamento cirúrgico
30725127;Tratamento cirúrgico das fraturas do colo do fêmur com fixação interna
30725240;Tratamento cirúrgico das fraturas supracondilianas e/ou intercondilianas do fêmur com fixação interna
30725259;Tratamento cirúrgico das fraturas trocantéricas, subtrocantéricas e diafisárias do fêmur com fixação interna
30725267;Tratamento de afecções do espaço peritrocantérico com reinserção tendinosa
30725160;Tratamento de afecções do espaço peritrocantérico sem reinserção tendinosa
30726018;Artrite séptica - tratamento cirúrgico
30726026;Artrodese de joelho - tratamento cirúrgico
30726034;Artroplastia total de joelho com implantes - tratamento cirúrgico
30726042;Artrotomia - tratamento cirúrgico
30726050;Biópsia cirúrgica de joelho
30726069;Desarticulação de joelho - tratamento cirúrgico
30726077;Epifisites e tendinites - tratamento cirúrgico
30726328;Fixação externa definitiva dinâmica, com fixador externo
30726336;Fixação externa definitiva rígida, com fixador externo
30726301;Fixação externa na urgência, com fixador externo
30726085;Fratura de joelho - tratamento conservador
30726107;Fratura e/ou luxação de patela - tratamento cirúrgico
30726093;Fratura e/ou luxação de patela (inclusive osteocondral) - redução incruenta
30726115;Fraturas e/ou luxações ao nível do joelho - redução incruenta
30726131;Lesão aguda de ligamento colateral, associada a ligamento cruzado e menisco - tratamento cirúrgico
30726140;Lesões agudas e/ou luxações de meniscos (1 ou ambos) - tratamento cirúrgico
30726158;Lesões complexas de joelho (fratura com lesão ligamentar e meniscal) - tratamento cirúrgico
30726166;Lesões intrínsecas  de  joelho  (lesões  condrais,  osteocondrite dissecante, plica patológica, corpos livres, artrofitose) - tratamento cirúrgico
30726182;Lesões ligamentares agudas - tratamento cirúrgico
30726174;Lesões ligamentares agudas - tratamento incruento
30726190;Lesões ligamentares periféricas crônicas - tratamento cirúrgico
30726204;Liberação lateral e facectomias - tratamento cirúrgico
30726212;Meniscorrafia - tratamento cirúrgico
30726220;Osteotomias ao nível do joelho - tratamento cirúrgico
30726344;Quadricepsplastia e liberação de partes moles no joelho rígido
30726239;Realinhamentos do aparelho extensor - tratamento cirúrgico
30726247;Reconstruções ligamentares do pivot central - tratamento cirúrgico
30726255;Revisões de artroplastia total - tratamento cirúrgico
30726263;Revisões de realinhamentos do aparelho extensor - tratamento cirúrgico
30726271;Revisões de reconstruções intra-articulares - tratamento cirúrgico
30726280;Toalete cirúrgica - correção de joelho flexo - tratamento cirúrgico
30726298;Transplantes homólogos ao nível do joelho - tratamento cirúrgico
30726352;Tratamento cirúrgico da fratura avulsão ao redor do joelho
30726360;Tratamento cirúrgico da fratura bicondilar do planalto tibial
30726379;Tratamento cirúrgico da fratura do fêmur distal, intra-articular completa
30726123;Tratamento cirúrgico da fratura do fêmur distal, não articular
30726387;Tratamento cirúrgico da fratura do fêmur distal, unicondilar
30726395;Tratamento cirúrgico da fratura do planalto tibial lateral
30726409;Tratamento cirúrgico da fratura do planalto tibial medial
30727014;Alongamento / transporte ósseo / pseudoartrose com fixador externo
30727022;Alongamento com fixador dinâmico - tratamento cirúrgico
30727030;Alongamento dos ossos da perna - tratamento cirúrgico
30727200;Alongamento ou transporte ósseo com dispositivo intramedular combinado ou não à fixação externa
30727049;Amputação de perna - tratamento cirúrgico
30727057;Biópsia cirúrgica de tíbia ou fíbula
30727065;Correção de deformidade adquirida de tíbia com fixador externo
30727073;Correção de deformidades congênitas na perna com fixador externo
30727081;Encurtamento dos ossos da perna - tratamento cirúrgico
30727090;Epifisiodese de tíbia/fíbula - tratamento cirúrgico
30727219;Fixação externa definitiva dinâmica, com fixador externo
30727227;Fixação externa definitiva rígida, com fixador externo
30727189;Fixação externa na urgência, com fixador externo
30727103;Fratura de osso da perna - tratamento conservador
30727120;Fraturas de fíbula (inclui descolamento epifisário) - redução incruenta
30727111;Fraturas de fíbula (inclui o descolamento epifisário) - tratamento cirúrgico
30727138;Fraturas de tíbia associada ou não a fíbula (inclui descolamento epifisário) - tratamento cirúrgico
30727146;Fraturas de tíbia e fíbula (inclui descolamento epifisário) - redução incruenta
30727154;Osteomielite dos ossos da perna - tratamento cirúrgico
30727162;Osteotomias e/ou pseudartroses - tratamento cirúrgico
30727170;Transposição de fíbula/tíbia - tratamento cirúrgico
30728010;Amputação ao nível do tornozelo - tratamento cirúrgico
30728029;Artrite ou osteoartrite - tratamento cirúrgico
30728037;Artrodese (com ou sem alongamento simultâneo) com fixador externo
30728045;Artrodese ao nível do tornozelo - tratamento cirúrgico
30728053;Artroplastia de tornozelo (com implante) - tratamento cirúrgico
30728061;Artrorrise do tornozelo - tratamento cirúrgico
30728070;Artrotomia de tornozelo - tratamento cirúrgico
30728088;Biópsia cirúrgica do tornozelo
30728185;Fixação externa definitiva dinâmica, com fixador externo, Porte 13A, 2 Auxiliares e Porte Anestésico 6
30728193;Fixação externa definitiva rígida, com fixador externo, Porte 11C, 2 Auxiliares e Porte Anestésico 5
30728100;Fixação externa na urgência, com fixador externo
30728096;Fratura de tornozelo - tratamento conservador
30728118;Fraturas e/ou luxações ao nível do tornozelo - redução incruenta
30728142;Lesões ligamentares agudas ao nível do tornozelo - tratamento cirúrgico
30728134;Lesões ligamentares agudas ao nível do tornozelo - tratamento incruento
30728150;Lesões ligamentares crônicas ao nível do tornozelo - tratamento cirúrgico
30728169;Osteocondrite de tornozelo - tratamento cirúrgico
30728177;Pseudartroses ou osteotomias - tratamento cirúrgico
